,BranchCode,LoanTerm,Gender,HomeType,FamilyMember,TotalWealth,PrincipalLoan,Frequency,PurposeCode,Self_Employed,DFS_Status,Deposit,Withdrawal,Balance,duedays,DueType,LoanStatus,Unnamed: 17,Unnamed: 18,Unnamed: 19
317,80,8,0,0,4,6,100000,0,10.201,2,1,0,0,0,30,4,0,,,
318,80,4,0,3,2,21,100000,0,1.156,2,1,0,0,0,90,3,0,,,
319,80,10,0,3,3,56,50000,2,10.33,2,1,0,0,0,0,2,0,,,
320,80,11,0,3,3,56,100000,2,10.33,2,1,0,0,0,0,2,0,,,
321,80,10,0,0,3,44,100000,2,10.201,2,1,0,0,0,0,2,0,,,
322,80,12,0,0,3,44,100000,2,10.201,2,1,0,0,0,0,2,0,,,
323,80,11,0,0,3,44,75000,2,10.33,2,1,0,0,0,0,2,0,,,
324,80,8,0,3,5,38,50000,2,10.189,2,1,0,0,0,0,2,0,,,
325,80,9,0,3,5,38,40000,2,10.201,2,1,0,0,0,0,2,0,,,
326,80,10,0,0,2,21,60000,2,10.77,2,1,0,0,0,0,2,0,,,
327,80,3,0,0,2,21,100000,2,1.77,2,1,0,0,0,0,2,0,,,
328,80,4,0,0,2,21,100000,2,1.77,2,1,0,0,0,0,2,0,,,
329,80,9,0,3,3,21,15000,2,10.189,2,1,0,0,0,0,2,0,,,
330,80,8,0,3,3,21,25000,2,10.33,2,1,0,0,0,0,2,0,,,
331,80,3,0,0,3,21,50000,2,1.5,2,1,0,0,0,0,2,0,,,
332,80,2,0,0,3,21,50000,2,1.152,2,1,0,0,0,0,2,0,,,
333,80,9,0,3,3,21,100000,2,1.197,2,1,0,0,0,0,2,0,,,
334,80,3,0,0,3,21,100000,2,1.5,2,1,0,0,0,28,4,0,,,
335,80,2,0,0,3,21,100000,0,5.152,2,1,0,0,0,28,4,0,,,
336,80,1,0,0,3,21,50000,2,9.186,2,1,0,0,0,28,4,0,,,
337,80,5,0,2,3,21,30000,2,1.43,2,1,0,0,0,161,3,0,,,
338,80,4,0,2,3,21,15000,2,1.43,2,1,0,0,0,161,3,0,,,
339,80,3,0,2,3,21,20000,2,1.43,2,1,0,0,0,161,3,0,,,
340,80,9,0,3,7,48,150000,2,1.77,2,1,0,0,0,0,2,0,,,
341,80,10,0,3,7,48,200000,2,1.77,2,1,0,0,0,0,2,0,,,
342,80,2,0,0,3,21,200000,0,5.152,2,1,0,0,0,390,0,0,,,
343,80,5,0,2,3,21,70000,2,10.63,2,1,0,0,0,147,3,0,,,
344,80,1,0,2,3,21,50000,2,1.66,2,1,0,0,0,147,3,0,,,
345,80,1,0,2,3,21,60000,2,9.186,2,1,0,0,0,147,3,0,,,
346,80,16,0,2,3,21,60000,2,10.158,2,1,0,0,0,0,2,0,,,
347,80,17,0,2,3,21,50000,2,10.164,2,1,0,0,0,0,2,0,,,
348,80,1,0,3,3,21,50000,2,1.1,2,1,0,0,0,0,2,0,,,
349,80,7,0,3,3,21,50000,2,10.63,2,1,0,0,0,0,2,0,,,
350,80,6,0,3,3,21,20000,2,1.156,2,1,0,0,0,0,2,0,,,
351,80,3,0,3,3,21,100000,2,10.143,2,1,0,0,0,0,2,0,,,
352,80,4,0,2,3,21,10000,2,1.29,2,1,0,0,0,0,2,0,,,
353,80,7,0,3,4,1,90000,2,1.5,2,1,0,0,0,0,2,0,,,
354,80,6,0,3,4,1,50000,2,1.77,2,1,0,0,0,0,2,0,,,
355,80,8,0,3,5,48,70000,2,1.77,2,1,0,0,0,0,2,0,,,
356,80,7,0,3,5,48,50000,2,1.64,2,1,0,0,0,0,2,0,,,
357,80,2,0,2,3,21,50000,2,1.16,2,1,0,0,0,0,2,0,,,
358,80,3,0,2,3,21,70000,2,1.16,2,1,0,0,0,0,2,0,,,
359,80,9,0,1,3,21,100000,0,10.77,2,0,0,0,0,0,2,0,,,
360,80,1,0,1,3,21,200000,0,1.77,2,0,0,0,0,0,2,0,,,
361,80,7,0,1,2,21,70000,2,1.156,2,1,0,0,0,0,2,0,,,
362,80,6,0,1,2,21,70000,2,1.139,2,1,0,0,0,0,2,0,,,
363,80,8,0,1,2,21,100000,0,1.139,2,1,0,0,0,0,2,0,,,
364,80,6,0,2,3,21,20000,2,10.158,2,1,0,0,0,0,2,0,,,
365,80,7,0,2,3,21,20000,2,10.158,2,1,0,0,0,0,2,0,,,
366,80,1,0,1,2,21,20000,2,9.186,2,1,0,0,0,0,2,0,,,
367,80,10,0,1,2,21,60000,2,10.158,2,1,0,0,0,0,2,0,,,
368,80,11,0,1,2,21,80000,2,10.164,2,1,0,0,0,0,2,0,,,
369,80,12,0,1,2,21,100000,2,10.158,2,1,0,0,0,0,2,0,,,
370,80,1,0,0,3,21,60000,2,9.186,2,1,0,0,0,0,2,0,,,
371,80,9,0,0,3,21,60000,2,1.5,2,1,0,0,0,0,2,0,,,
372,80,1,0,1,3,21,25000,2,9.186,2,1,0,0,0,0,2,0,,,
373,80,7,0,1,3,21,25000,2,10.164,2,1,0,0,0,0,2,0,,,
374,80,7,0,1,2,21,60000,2,10.63,2,1,0,0,0,0,2,0,,,
375,80,6,0,1,2,21,50000,2,10.63,2,1,0,0,0,0,2,0,,,
376,80,9,0,2,6,21,100000,2,10.63,2,1,0,0,0,30,4,0,,,
377,80,2,0,2,6,21,150000,0,1.197,2,1,0,0,0,30,4,0,,,
378,80,8,0,2,6,21,60000,2,10.63,2,1,0,0,0,30,4,0,,,
379,80,5,0,2,3,39,70000,2,1.152,2,1,3000,0,3000,30,4,0,,,
380,80,6,0,2,3,39,200000,0,1.152,2,1,3000,0,3000,30,4,0,,,
381,80,9,0,3,3,21,40000,2,1.152,2,1,0,0,0,0,2,0,,,
382,80,10,0,3,3,21,50000,2,1.5,2,1,0,0,0,0,2,0,,,
383,80,9,0,3,3,21,100000,2,1.197,2,1,0,0,0,0,2,0,,,
384,80,8,0,3,3,21,70000,2,1.197,2,1,0,0,0,0,2,0,,,
385,80,10,0,3,3,21,200000,2,5.197,2,1,0,0,0,0,2,0,,,
386,80,1,0,1,5,46,100000,0,10.63,2,1,0,0,0,0,2,0,,,
387,80,4,0,1,5,46,9913,0,1.224,2,1,0,0,0,0,2,0,,,
388,80,8,0,1,5,46,65000,2,10.63,2,1,0,0,0,0,2,0,,,
389,80,1,0,1,3,21,25000,2,1.5,2,0,0,0,0,0,2,0,,,
390,80,6,0,2,3,21,10000,2,1.22,2,1,0,0,0,0,2,0,,,
391,80,8,0,0,3,39,60000,2,1.1,2,0,0,0,0,406,0,0,,,
392,80,9,0,0,3,39,50000,2,1.152,2,0,0,0,0,406,0,0,,,
393,80,4,0,2,2,21,100000,2,1.1,2,1,0,0,0,0,2,0,,,
394,80,11,0,2,2,21,100000,2,10.162,2,1,0,0,0,0,2,0,,,
395,80,12,0,2,2,21,150000,2,10.162,2,1,0,0,0,0,2,0,,,
396,80,12,0,3,2,21,30000,2,1.1,2,1,0,0,0,0,2,0,,,
397,80,1,0,2,3,21,10000,2,9.88,2,1,0,0,0,273,1,0,,,
398,80,2,0,2,3,21,30000,2,1.32,2,1,0,0,0,273,1,0,,,
399,80,5,0,1,3,21,500000,0,5.152,2,1,0,0,0,0,2,0,,,
400,80,3,0,1,3,21,20000,2,1.152,2,1,0,0,0,0,2,0,,,
401,80,2,0,0,3,21,50000,2,1.5,2,0,0,0,0,0,2,0,,,
402,80,10,0,3,3,21,40000,2,1.77,2,1,0,0,0,0,2,0,,,
403,80,7,0,3,3,1,80000,2,1.66,2,1,0,0,0,0,2,0,,,
404,80,8,0,3,3,1,200000,2,1.171,2,1,0,0,0,0,2,0,,,
405,80,2,0,1,3,19,80000,2,1.18,2,1,0,0,0,0,2,0,,,
406,80,13,0,2,3,1,60000,2,1.156,2,1,0,0,0,0,2,0,,,
407,80,14,0,2,3,1,60000,2,1.156,2,1,0,0,0,0,2,0,,,
408,80,14,0,3,3,1,100000,2,1.195,2,1,0,0,0,0,2,0,,,
409,80,15,0,3,3,1,200000,2,1.5,2,1,0,0,0,0,2,0,,,
410,80,16,0,3,3,1,200000,2,1.156,2,1,0,0,0,0,2,0,,,
411,80,1,0,1,3,21,100000,0,10.33,2,1,0,0,0,120,3,0,,,
412,80,6,0,1,3,21,90000,2,1.156,2,1,0,0,0,0,2,0,,,
413,80,9,0,2,3,21,60000,2,10.211,2,1,0,0,0,0,2,0,,,
414,80,10,0,2,3,21,70000,2,10.63,2,1,0,0,0,0,2,0,,,
415,80,13,0,2,3,21,40000,2,1.197,2,1,0,0,0,0,2,0,,,
416,80,12,0,2,3,21,30000,2,1.197,2,1,0,0,0,0,2,0,,,
417,80,10,0,2,3,21,30000,2,1.156,2,1,0,0,0,0,2,0,,,
418,80,11,0,2,3,21,50000,2,1.156,2,1,0,0,0,0,2,0,,,
419,80,9,0,2,3,21,80000,2,1.156,2,1,0,0,0,0,2,0,,,
420,80,7,0,1,3,21,50000,2,10.54,2,1,0,0,0,0,2,0,,,
421,80,5,0,3,3,21,60000,2,10.33,2,1,0,0,0,0,2,0,,,
422,80,6,0,3,3,21,20000,2,10.33,2,1,0,0,0,0,2,0,,,
423,80,1,0,3,3,21,60000,2,10.33,2,1,0,0,0,0,2,0,,,
424,80,2,0,3,3,21,80000,2,10.201,2,1,0,0,0,0,2,0,,,
425,80,6,0,3,3,21,20000,2,1.83,2,1,0,0,0,0,2,0,,,
426,80,4,0,3,3,21,60000,2,1.5,2,1,0,0,0,0,2,0,,,
427,80,1,0,3,3,21,10000,2,9.186,2,1,0,0,0,0,2,0,,,
428,80,3,0,3,3,21,30000,2,1.64,2,1,0,0,0,0,2,0,,,
429,80,4,0,1,3,21,300000,2,1.133,2,1,1000,0,1000,14,4,0,,,
430,80,2,0,1,3,21,200000,2,10.54,2,1,1000,0,1000,14,4,0,,,
431,80,6,0,2,3,21,70000,2,1.195,2,1,0,0,0,0,2,0,,,
432,80,7,0,2,3,21,200000,1,1.5,2,1,0,0,0,0,2,0,,,
433,80,1,0,2,3,21,100000,2,5.156,2,1,0,0,0,0,2,0,,,
434,80,12,0,2,3,21,70000,2,1.195,2,1,0,0,0,0,2,0,,,
435,80,6,0,2,3,21,200000,0,1.152,2,0,0,0,0,0,2,0,,,
436,80,3,0,2,3,21,150000,0,1.152,2,0,0,0,0,0,2,0,,,
437,80,1,0,2,3,21,20000,2,9.89,2,0,0,0,0,0,2,0,,,
438,80,16,0,3,3,21,100000,2,1.2,2,1,0,0,0,0,2,0,,,
439,80,15,0,3,3,21,80000,2,1.1,2,1,0,0,0,0,2,0,,,
440,80,14,0,3,3,21,40000,2,1.1,2,1,0,0,0,0,2,0,,,
441,80,1,0,2,3,21,100000,0,5.152,2,1,7500,0,7685,330,1,0,,,
442,80,1,0,3,3,21,30000,2,9.186,2,1,0,0,0,0,2,0,,,
443,80,7,0,3,3,21,60000,2,1.1,2,1,0,0,0,0,2,0,,,
444,80,2,0,3,3,50,200000,0,5.152,2,1,16000,0,16372,150,3,0,,,
445,80,2,0,0,3,21,500000,0,5.152,2,1,0,0,0,210,1,0,,,
446,80,4,0,0,2,21,200000,2,1.91,2,1,0,0,0,0,2,0,,,
447,80,2,0,0,2,21,80000,2,1.91,2,1,0,0,0,0,2,0,,,
448,80,3,0,0,2,21,150000,2,1.91,2,1,0,0,0,0,2,0,,,
449,80,5,0,3,3,21,50000,2,10.189,2,1,0,0,0,0,2,0,,,
450,80,6,0,3,3,21,45000,2,10.63,2,1,0,0,0,0,2,0,,,
451,80,6,0,3,3,21,40000,2,1.5,2,1,0,0,0,0,2,0,,,
452,80,5,0,3,3,21,20000,2,1.21,2,1,0,0,0,0,2,0,,,
453,80,4,0,0,3,21,500000,0,1.152,2,1,2000,0,2000,60,3,0,,,
454,80,5,0,0,3,21,400000,0,5.152,2,1,2000,0,2000,60,3,0,,,
455,80,8,0,3,3,21,50000,2,10.33,2,1,0,0,0,0,2,0,,,
456,80,2,0,3,3,21,40000,2,9.232,2,1,0,0,0,0,2,0,,,
457,80,1,0,3,3,21,100000,2,5.139,2,1,0,0,0,0,2,0,,,
458,80,1,0,3,3,21,10000,2,9.186,2,1,0,0,0,0,2,0,,,
459,80,8,0,3,3,21,12000,2,1.197,2,1,0,0,0,0,2,0,,,
460,80,10,0,0,2,21,50000,2,1.5,2,1,0,0,0,0,2,0,,,
461,80,11,0,0,2,21,60000,2,1.77,2,1,0,0,0,0,2,0,,,
462,80,8,0,3,5,0,70000,2,1.156,2,1,0,0,0,430,0,0,,,
463,80,9,0,3,5,0,80000,2,1.1,2,1,0,0,0,430,0,0,,,
464,80,8,0,3,3,21,60000,2,1.179,2,1,0,0,0,0,2,0,,,
465,80,7,0,3,3,21,50000,2,1.152,2,1,0,0,0,0,2,0,,,
466,80,16,0,0,2,1,60000,2,1.156,2,1,0,0,0,0,2,0,,,
467,80,15,0,0,2,1,90000,2,1.156,2,1,0,0,0,0,2,0,,,
468,80,6,0,0,2,21,150000,2,1.5,2,1,0,0,0,0,2,0,,,
469,80,5,0,0,2,21,100000,2,10.143,2,1,0,0,0,0,2,0,,,
470,80,1,0,0,2,21,100000,2,5.152,2,1,0,0,0,0,2,0,,,
471,80,10,0,1,3,21,30000,2,1.98,2,1,0,0,0,0,2,0,,,
472,80,11,0,1,3,21,40000,2,1.156,2,1,0,0,0,0,2,0,,,
473,80,12,0,1,3,21,60000,2,1.29,2,1,0,0,0,0,2,0,,,
474,80,6,0,3,3,1,25000,2,10.158,2,0,0,0,0,0,2,0,,,
475,80,7,0,3,3,1,30000,2,10.164,2,0,0,0,0,0,2,0,,,
476,80,8,0,3,3,21,30000,2,10.63,2,1,0,0,0,0,2,0,,,
477,80,9,0,3,3,21,80000,2,10.63,2,1,0,0,0,0,2,0,,,
478,80,4,0,3,3,21,100000,2,1.1,2,1,0,0,0,0,2,0,,,
479,80,10,0,3,3,21,70000,2,10.33,2,1,0,0,0,0,2,0,,,
480,80,12,0,3,3,21,100000,2,10.33,2,1,0,0,0,0,2,0,,,
481,80,11,0,3,3,21,80000,2,10.33,2,1,0,0,0,0,2,0,,,
482,80,3,0,1,3,21,500000,0,5.152,2,1,0,0,0,0,2,0,,,
483,80,2,0,1,3,21,100000,2,1.156,2,1,0,0,0,0,2,0,,,
484,80,2,0,0,2,21,50000,2,1.197,2,1,0,0,0,28,4,0,,,
485,80,3,0,0,2,21,30000,2,1.5,2,1,0,0,0,28,4,0,,,
486,80,10,0,2,4,33,55000,2,10.142,2,1,0,0,0,0,2,0,,,
487,80,11,0,2,4,33,55000,2,10.63,2,1,0,0,0,0,2,0,,,
488,80,1,0,3,3,21,60000,2,9.88,2,1,0,0,0,0,2,0,,,
489,80,1,0,3,3,21,100000,2,1.77,2,1,0,0,0,0,2,0,,,
490,80,9,0,3,3,21,80000,2,10.63,2,1,0,0,0,0,2,0,,,
491,80,2,0,3,3,21,100000,2,1.152,2,1,0,0,0,0,2,0,,,
492,80,1,0,2,3,21,50000,2,1.197,2,1,0,0,0,0,2,0,,,
493,80,6,0,0,3,21,20000,2,1.156,2,1,0,0,0,0,2,0,,,
494,80,7,0,0,3,21,30000,2,1.156,2,1,0,0,0,0,2,0,,,
495,80,1,0,2,3,21,100000,0,5.152,2,1,0,0,0,0,2,0,,,
496,80,9,0,2,3,21,100000,0,1.5,2,1,0,0,0,0,2,0,,,
497,80,1,0,3,3,21,200000,0,5.152,2,1,0,0,0,360,1,0,,,
498,80,1,0,3,3,21,20000,2,9.88,2,1,0,0,0,360,1,0,,,
499,80,6,0,3,2,21,100000,0,1.5,2,0,0,0,0,0,2,0,,,
500,80,3,0,3,2,21,100000,0,1.152,2,0,0,0,0,0,2,0,,,
501,80,4,0,3,3,1,80000,2,1.98,2,1,0,0,0,60,3,0,,,
502,80,1,0,3,3,1,100000,0,10.33,2,1,0,0,0,60,3,0,,,
503,80,6,0,2,3,21,60000,2,1.152,2,1,0,0,0,0,2,0,,,
504,80,7,0,2,3,21,65000,2,1.5,2,1,0,0,0,0,2,0,,,
505,80,5,0,0,3,21,200000,0,1.77,2,1,0,0,0,0,2,0,,,
506,80,1,0,0,3,21,50000,2,10.9,2,1,0,0,0,0,2,0,,,
507,80,1,0,1,3,21,30000,2,9.88,2,1,0,0,0,0,2,0,,,
508,80,2,0,1,3,21,40000,2,1.66,2,1,0,0,0,0,2,0,,,
509,80,3,0,1,3,21,80000,2,1.21,2,1,0,0,0,0,2,0,,,
510,80,2,0,3,3,1,80000,2,10.63,2,1,0,0,0,0,2,0,,,
511,80,3,0,3,3,1,80000,2,10.63,2,1,0,0,0,0,2,0,,,
512,80,4,0,3,3,1,20000,2,10.63,2,1,0,0,0,0,2,0,,,
513,80,6,0,0,3,21,60000,2,1.193,2,1,0,0,0,0,2,0,,,
514,80,7,0,0,3,21,70000,2,1.5,2,1,0,0,0,0,2,0,,,
515,80,9,0,3,2,21,50000,2,1.198,2,1,0,0,0,0,2,0,,,
516,80,8,0,3,2,21,50000,2,1.198,2,1,0,0,0,0,2,0,,,
517,80,7,0,3,2,21,50000,2,1.198,2,1,0,0,0,0,2,0,,,
518,80,1,0,3,3,21,100000,0,5.152,2,1,0,0,0,0,2,0,,,
519,80,4,0,0,3,1,60000,0,10.211,2,1,0,0,0,0,2,0,,,
520,80,3,0,0,3,1,90000,0,10.211,2,1,0,0,0,0,2,0,,,
521,80,5,0,3,3,21,70000,2,1.152,2,1,0,0,0,0,2,0,,,
522,80,6,0,3,3,21,50000,2,1.152,2,1,0,0,0,0,2,0,,,
523,80,7,0,2,3,21,70000,2,1.77,2,0,14500,0,15213,147,3,0,,,
524,80,8,0,2,3,21,70000,2,1.76,2,0,14500,0,15213,147,3,0,,,
525,80,2,0,2,3,21,50000,2,10.27,2,0,14500,0,15213,147,3,0,,,
526,80,4,0,0,3,21,25000,2,1.156,2,1,0,0,0,0,2,0,,,
527,80,1,0,3,3,21,50000,2,9.186,2,1,0,0,0,0,2,0,,,
528,80,8,0,3,3,21,60000,2,1.152,2,1,0,0,0,0,2,0,,,
529,80,9,0,3,3,21,100000,2,1.5,2,1,0,0,0,0,2,0,,,
530,80,5,0,3,3,59,50000,2,1.197,2,1,3800,0,3823,378,0,0,,,
531,80,3,0,0,3,21,150000,0,1.5,2,0,0,0,0,0,2,0,,,
532,80,6,0,3,2,21,75000,2,1.29,2,1,0,0,0,0,2,0,,,
533,80,10,0,3,3,21,30000,2,10.9,2,1,0,0,0,0,2,0,,,
534,80,8,0,3,3,21,30000,2,10.9,2,1,0,0,0,0,2,0,,,
535,80,9,0,3,3,21,50000,2,10.9,2,1,0,0,0,0,2,0,,,
536,80,8,0,3,6,3,50000,2,10.154,2,1,0,0,0,0,2,0,,,
537,80,3,0,3,6,3,60000,2,1.5,2,1,0,0,0,0,2,0,,,
538,80,8,0,2,2,21,50000,2,1.66,2,1,0,0,0,0,2,0,,,
539,80,9,0,2,2,21,50000,2,1.156,2,1,0,0,0,0,2,0,,,
540,80,10,0,2,2,21,50000,2,1.156,2,1,0,0,0,0,2,0,,,
541,80,5,0,1,4,32,25000,2,10.158,2,0,0,0,0,0,2,0,,,
542,80,6,0,1,4,32,25000,2,10.158,2,0,0,0,0,0,2,0,,,
543,80,1,0,1,4,32,25000,2,9.186,2,0,0,0,0,0,2,0,,,
544,80,10,0,3,2,21,80000,2,10.63,2,1,0,0,0,0,2,0,,,
545,80,8,0,3,2,21,80000,2,10.63,2,1,0,0,0,0,2,0,,,
546,80,9,0,3,2,21,80000,2,10.63,2,1,0,0,0,0,2,0,,,
547,80,1,0,3,3,21,10000,2,9.89,2,1,22000,0,22961,259,1,0,,,
548,80,5,0,3,3,21,20000,2,1.5,2,1,22000,0,22961,259,1,0,,,
549,80,1,0,2,3,21,200000,0,1.77,2,1,0,0,0,120,3,0,,,
550,80,3,0,2,3,21,200000,0,5.85,2,1,0,0,0,120,3,0,,,
551,80,7,0,3,3,1,40000,2,1.52,2,0,0,0,0,0,2,0,,,
552,80,2,0,1,3,21,80000,2,10.143,2,1,0,0,0,0,2,0,,,
553,80,1,0,1,3,21,70000,2,10.143,2,1,0,0,0,0,2,0,,,
554,80,6,0,2,4,1,50000,2,1.152,2,1,0,0,0,0,2,0,,,
555,80,1,0,0,3,21,20000,2,1.156,2,1,0,0,0,0,2,0,,,
556,80,1,0,1,2,21,100000,0,5.207,2,1,0,0,0,0,2,0,,,
557,80,7,0,1,3,56,40000,2,1.1,2,0,0,0,0,0,2,0,,,
558,80,5,0,1,3,56,100000,2,1.77,2,0,0,0,0,0,2,0,,,
559,80,6,0,1,3,56,100000,2,1.64,2,0,0,0,0,0,2,0,,,
560,80,6,0,3,3,21,100000,2,1.193,2,1,0,0,0,0,2,0,,,
561,80,1,0,3,3,21,20000,2,9.89,2,1,0,0,0,0,2,0,,,
562,80,5,0,3,3,21,100000,2,1.152,2,1,0,0,0,0,2,0,,,
563,80,1,0,3,3,21,60000,2,1.197,2,1,0,0,0,0,2,0,,,
564,80,4,0,2,3,21,60000,2,1.66,2,1,0,0,0,0,2,0,,,
565,80,5,0,2,3,21,100000,2,1.156,2,1,0,0,0,0,2,0,,,
566,80,3,0,2,3,21,50000,2,1.156,2,1,0,0,0,0,2,0,,,
567,80,7,0,3,2,21,50000,2,1.197,2,1,0,0,0,0,2,0,,,
568,80,8,0,3,3,1,50000,2,1.1,2,1,0,0,0,0,2,0,,,
569,80,9,0,3,3,1,100000,2,1.77,2,1,0,0,0,0,2,0,,,
570,80,6,0,3,3,21,100000,2,1.16,2,1,0,0,0,0,2,0,,,
571,80,4,0,3,3,21,100000,2,1.16,2,1,0,0,0,0,2,0,,,
572,80,5,0,3,3,21,100000,2,1.16,2,1,0,0,0,0,2,0,,,
573,80,8,0,1,3,21,60000,2,10.132,2,1,0,0,0,0,2,0,,,
574,80,10,0,1,3,21,100000,2,10.143,2,1,0,0,0,0,2,0,,,
575,80,1,0,1,3,21,30000,2,9.89,2,1,0,0,0,0,2,0,,,
576,80,9,0,1,3,21,50000,2,10.132,2,1,0,0,0,0,2,0,,,
577,80,2,0,3,2,1,150000,0,1.152,2,1,0,0,0,0,2,0,,,
578,80,6,0,2,3,21,60000,2,10.158,2,1,0,0,0,0,2,0,,,
579,80,1,0,2,3,21,50000,2,1.21,2,1,0,0,0,0,2,0,,,
580,80,1,0,3,2,21,100000,2,5.156,2,1,0,0,0,0,2,0,,,
581,80,8,0,3,2,21,100000,2,5.195,2,1,0,0,0,0,2,0,,,
582,80,6,0,2,3,21,50000,2,1.64,2,1,1450,0,1458,7,4,0,,,
583,80,7,0,2,3,21,50000,2,1.29,2,1,1450,0,1458,7,4,0,,,
584,80,1,0,3,3,21,20000,2,9.186,2,1,0,0,0,0,2,0,,,
585,80,7,0,3,3,21,100000,2,1.52,2,1,0,0,0,0,2,0,,,
586,80,1,0,3,3,21,100000,0,1.1,2,1,1000,0,1000,90,3,0,,,
587,80,2,0,3,2,1,50000,2,1.5,2,1,0,0,0,0,2,0,,,
588,80,3,0,3,2,1,50000,2,1.5,2,1,0,0,0,0,2,0,,,
589,80,9,0,2,3,21,100000,2,10.33,2,1,0,0,0,0,2,0,,,
590,80,8,0,2,3,21,100000,2,10.33,2,1,0,0,0,0,2,0,,,
591,80,3,0,3,2,21,50000,2,1.1,2,1,0,0,0,0,2,0,,,
592,80,2,0,3,2,21,25000,2,1.152,2,1,0,0,0,0,2,0,,,
593,80,6,0,3,3,21,25000,2,1.152,2,1,0,0,0,0,2,0,,,
594,80,7,0,3,3,21,30000,2,1.5,2,1,0,0,0,0,2,0,,,
595,80,6,0,1,3,21,20000,2,1.21,2,1,0,0,0,0,2,0,,,
596,80,1,0,1,3,21,400000,0,1.15,2,1,17000,0,17646,30,4,0,,,
597,80,1,0,1,3,21,200000,0,5.152,2,1,17000,0,17646,30,4,0,,,
598,80,1,0,0,2,21,100000,0,1.16,2,1,0,0,0,60,3,0,,,
599,80,2,0,0,2,21,200000,0,5.152,2,1,0,0,0,60,3,0,,,
600,80,5,0,2,3,21,60000,2,1.85,2,1,0,0,0,0,2,0,,,
601,80,6,0,2,3,21,60000,2,10.211,2,1,0,0,0,0,2,0,,,
602,80,1,0,3,4,22,50000,2,9.186,2,1,3000,0,3030,7,4,0,,,
603,80,1,0,3,4,22,60000,2,10.99,2,1,3000,0,3030,7,4,0,,,
604,80,5,0,3,4,22,100000,2,1.29,2,1,3000,0,3030,7,4,0,,,
605,80,2,0,0,3,21,200000,0,1.5,2,1,4000,0,4004,60,3,0,,,
606,80,4,0,1,3,21,200000,0,1.156,2,1,0,0,0,0,2,0,,,
607,80,2,0,0,3,21,100000,2,10.143,2,0,0,0,0,0,2,0,,,
608,80,3,0,2,3,21,60000,2,1.5,2,1,0,0,0,0,2,0,,,
609,80,1,0,2,3,21,20000,2,10.77,2,1,0,0,0,0,2,0,,,
610,80,2,0,3,3,21,500000,0,5.152,2,0,64000,0,65830,30,4,0,,,
611,80,1,0,2,3,21,16917,0,1.224,2,0,600,0,600,60,3,0,,,
612,80,1,0,3,3,12,30000,2,10.33,2,1,0,0,0,0,2,0,,,
613,80,2,0,3,3,12,30000,2,10.189,2,1,0,0,0,0,2,0,,,
614,80,8,0,1,2,21,100000,2,10.177,2,1,0,0,0,0,2,0,,,
615,80,9,0,1,2,21,50000,2,10.177,2,1,0,0,0,0,2,0,,,
616,80,7,0,1,2,21,100000,2,10.124,2,1,0,0,0,0,2,0,,,
617,80,3,0,0,3,37,75000,2,10.93,2,1,0,0,0,0,2,0,,,
618,80,4,0,2,2,21,14403,0,1.224,2,0,0,0,0,0,2,0,,,
619,80,1,0,0,3,21,200000,0,5.152,2,1,0,0,0,210,1,0,,,
620,80,2,0,0,3,21,500000,0,5.152,2,1,0,0,0,210,1,0,,,
621,80,4,0,0,3,21,20000,2,1.197,2,1,0,0,0,0,2,0,,,
622,80,7,0,1,3,21,120000,2,1.156,2,1,0,0,0,0,2,0,,,
623,80,8,0,1,3,21,100000,2,1.156,2,1,0,0,0,0,2,0,,,
624,80,2,0,0,3,19,200000,0,5.17,2,1,0,0,0,180,3,0,,,
625,80,3,0,0,3,21,150000,2,10.79,2,1,0,0,0,0,2,0,,,
626,80,6,0,0,3,21,100000,2,10.75,2,1,0,0,0,0,2,0,,,
627,80,7,0,0,3,21,150000,2,1.202,2,1,0,0,0,0,2,0,,,
628,80,7,0,3,4,19,200000,2,1.152,2,1,0,0,0,0,2,0,,,
629,80,6,0,3,4,19,150000,2,1.197,2,1,0,0,0,0,2,0,,,
630,80,7,0,3,4,56,150000,2,10.63,2,1,0,0,0,0,2,0,,,
631,80,8,0,3,4,56,100000,2,10.63,2,1,0,0,0,0,2,0,,,
632,80,9,0,3,4,56,100000,2,10.164,2,1,0,0,0,0,2,0,,,
633,80,6,0,0,2,21,100000,2,1.5,2,1,0,0,0,0,2,0,,,
634,80,5,0,0,2,21,100000,2,1.152,2,1,0,0,0,0,2,0,,,
635,80,4,0,3,4,1,200000,2,1.22,2,1,0,0,0,0,2,0,,,
636,80,3,0,3,4,1,100000,2,1.22,2,1,0,0,0,0,2,0,,,
637,80,1,0,3,3,32,200000,0,1.152,2,0,0,0,0,150,3,0,,,
638,80,4,0,3,3,32,100000,0,10.77,2,0,0,0,0,150,3,0,,,
639,80,5,0,3,3,21,10000,2,1.152,2,1,9000,0,9049,60,3,0,,,
640,80,6,0,3,3,21,40000,0,1.5,2,1,9000,0,9049,60,3,0,,,
641,80,5,0,2,3,21,100000,2,1.184,2,1,0,0,0,0,2,0,,,
642,80,6,0,2,3,21,100000,2,1.184,2,1,0,0,0,0,2,0,,,
643,80,4,0,0,3,21,30000,2,1.152,2,1,0,0,0,758,0,0,,,
644,80,3,0,0,2,21,200000,2,1.5,2,1,0,0,0,0,2,0,,,
645,80,5,0,0,2,21,200000,2,10.96,2,1,0,0,0,0,2,0,,,
